cantidad,tamano_num,monto_total,categoria,tamano_proveedor,region_comprador
2,2,454.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,504.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,3040.0,Condimentos y preservantes,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,10140.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,10588.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,27300.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,14070.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
26,2,50024.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,10624.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,45240.0,Bebidas,Pequeña,Region de los Lagos
20,2,26340.0,Cereales y Legumbres,Pequeña,Region de los Lagos
4,2,4960.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,9520.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,38480.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
26,2,46540.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,105380.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,2,14050.0,Condimentos y preservantes,Pequeña,Region de los Lagos
150,2,302400.0,Productos de panadería,Pequeña,Region de los Lagos
5,2,16385.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
14,2,13524.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
7,2,18116.0,Cereales y Legumbres,Pequeña,Region de los Lagos
14,2,9800.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,13176.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
16,2,19200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
30,2,109200.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,39600.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,14120.0,Pescados y mariscos,Pequeña,Region de los Lagos
300,2,70500.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,3040.0,Condimentos y preservantes,Pequeña,Region de los Lagos
6,2,5544.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,6554.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
1,2,3530.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
6,2,13110.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
40,2,71000.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
15,2,29850.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
7,2,153174.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,5394.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,30750.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
26,2,177684.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
15,2,151695.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
20,2,24380.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
10,2,20580.0,Condimentos y preservantes,Pequeña,Region de los Lagos
1,2,5934.0,Cereales y Legumbres,Pequeña,Region de los Lagos
16,2,28240.0,Pescados y mariscos,Pequeña,Region de los Lagos
14,2,160160.0,Pescados y mariscos,Pequeña,Region de los Lagos
6,2,59496.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,2152.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,7060.0,Condimentos y preservantes,Pequeña,Region de los Lagos
6,2,11592.0,Bebidas,Pequeña,Region de los Lagos
8,2,28032.0,Bebidas,Pequeña,Region de los Lagos
6,2,19860.0,Cereales y Legumbres,Pequeña,Region de los Lagos
3,2,7140.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,2480.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,2823.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,6068.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,7140.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,6388.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,1984.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,1984.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
6,2,9174.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,24600.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
16,2,19200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,6068.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,95000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
1,2,2780.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,1446.0,Condimentos y preservantes,Pequeña,Region de los Lagos
5,2,2480.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,12656.0,Bebidas,Pequeña,Region de los Lagos
12,2,18480.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,8370.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
12,2,21180.0,Pescados y mariscos,Pequeña,Region de los Lagos
4,2,39664.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,2200.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,7880.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,3040.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,14118.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
30,2,52500.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
32,2,328000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
10,2,19920.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,4236.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,1698.0,Condimentos y preservantes,Pequeña,Region de los Lagos
10,2,9240.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,15456.0,Bebidas,Pequeña,Region de los Lagos
5,2,17520.0,Bebidas,Pequeña,Region de los Lagos
7,2,23170.0,Cereales y Legumbres,Pequeña,Region de los Lagos
20,2,29800.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
8,2,16200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,9174.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,11640.0,Pescados y mariscos,Pequeña,Region de los Lagos
4,2,39664.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,7968.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,454.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,1446.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,1614.0,Condimentos y preservantes,Pequeña,Region de los Lagos
8,2,7392.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,28275.0,Bebidas,Pequeña,Region de los Lagos
100,2,58800.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
60,2,80640.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,2,13440.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
8,2,19040.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,18760.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,35880.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,7848.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,2547.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,7880.0,Condimentos y preservantes,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,9760.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,9240.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
15,2,37050.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,45240.0,Bebidas,Pequeña,Region de los Lagos
6,2,4488.0,Cereales y Legumbres,Pequeña,Region de los Lagos
2,2,4706.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,6720.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,14760.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,7035.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
14,2,25060.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,32160.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,5580.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,91520.0,Pescados y mariscos,Pequeña,Region de los Lagos
2,2,3210.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,1488.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,3696.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,1984.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,22620.0,Bebidas,Pequeña,Region de los Lagos
4,2,3764.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,32160.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,4236.0,Condimentos y preservantes,Pequeña,Region de los Lagos
20,2,11760.0,Condimentos y preservantes,Pequeña,Region de los Lagos
13,2,32110.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,2300.0,Bebidas,Pequeña,Region de los Lagos
10,2,7300.0,Bebidas,Pequeña,Region de los Lagos
4,2,9412.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,8760.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
14,2,143500.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
10,2,49500.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,11952.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
10,2,12300.0,Condimentos y preservantes,Pequeña,Region de los Lagos
8,2,10624.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
14,2,13524.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
100,2,126000.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,2,15960.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
2,2,10588.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,4960.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,19680.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,18204.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,45900.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
22,2,79090.0,Aceites y grasas comestibles,Pequeña,Region de los Lagos
6,2,4338.0,Condimentos y preservantes,Pequeña,Region de los Lagos
10,2,12200.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,16385.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
3,2,2244.0,Cereales y Legumbres,Pequeña,Region de los Lagos
4,2,10140.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,4236.0,Condimentos y preservantes,Pequeña,Region de los Lagos
6,2,5544.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
9,2,47043.0,Bebidas,Pequeña,Region de los Lagos
4,2,13240.0,Cereales y Legumbres,Pequeña,Region de los Lagos
2,2,5280.0,Cereales y Legumbres,Pequeña,Region de los Lagos
4,2,2992.0,Cereales y Legumbres,Pequeña,Region de los Lagos
8,2,28032.0,Bebidas,Pequeña,Region de los Lagos
6,2,11592.0,Bebidas,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
25,3,199750.0,Productos lácteos y huevos,Mediana,Region de los Lagos
8,2,25960.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
36,2,64008.0,Condimentos y preservantes,Pequeña,Region de los Lagos
21,3,24150.0,Alimentos preparados y conservados,Mediana,Region de los Lagos
56,3,64400.0,Alimentos preparados y conservados,Mediana,Region de los Lagos
25,2,47250.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
12,2,19080.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,90760.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
145,2,105270.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
68,2,341700.0,Bebidas,Pequeña,Region de los Lagos
19,3,56810.0,Condimentos y preservantes,Mediana,Region de los Lagos
93,3,106950.0,Alimentos preparados y conservados,Mediana,Region de los Lagos
44,3,50600.0,Alimentos preparados y conservados,Mediana,Region de los Lagos
32,3,57600.0,Cereales y Legumbres,Mediana,Region de los Lagos
23,2,14030.0,Condimentos y preservantes,Pequeña,Region de los Lagos
27,2,97740.0,Cereales y Legumbres,Pequeña,Region de los Lagos
15,3,29850.0,Productos de panadería,Mediana,Region de los Lagos
55,3,66000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
20,2,35000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
26,2,32500.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
20,2,40000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
5,3,32500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
300,2,210600.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
17,2,64396.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
110,2,176440.0,Cereales y Legumbres,Pequeña,Region de los Lagos
25,2,42100.0,Cereales y Legumbres,Pequeña,Region de los Lagos
102,2,140964.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
8,2,20808.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,52350.0,Cereales y Legumbres,Pequeña,Region de los Lagos
21,2,57162.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
68,2,142120.0,Condimentos y preservantes,Pequeña,Region de los Lagos
111,2,72372.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
9,3,26910.0,Productos de panadería,Mediana,Region de los Lagos
60,3,128280.0,Pescados y mariscos,Mediana,Region Aysen del General Carlos IbaNez del Campo
20,3,110260.0,Bebidas,Mediana,Region Aysen del General Carlos IbaNez del Campo
10,2,11760.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,2,21000.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
30,3,46710.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
2,3,31934.0,Cereales y Legumbres,Mediana,Region de la Araucania
38,2,23864.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
5,2,21615.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,41496.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,19968.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,17728.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
14,2,173292.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
22,2,14586.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,2308.0,Productos de panadería,Pequeña,Region de los Lagos
2,2,4136.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,3,17500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
11,2,7799.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
20,3,30000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
2,2,33400.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
23,2,20838.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
28,2,54292.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,46856.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
39,2,157950.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,6290.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,17732.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
10,2,37670.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,2331.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,2385.0,Condimentos y preservantes,Pequeña,Region de los Lagos
8,3,27616.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
120,2,327720.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
32,2,174784.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
64,2,209728.0,Productos lácteos y huevos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,184880.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
194,2,485000.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,7060.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
34,2,78574.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
22,2,107228.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
5,2,20800.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
8,3,51792.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
15,2,15000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
50,2,100000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
16,3,55376.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
8,3,25752.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
60,2,75000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
54,2,83700.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
